Protein	Description_From_FASTA	T11	T12	T13	T14	T21	T22	T23	T24	T31	T32	T33	T34	T41	T42	T43	T44	T51	T52	T53	T54
tr|Q2T0R2|Q2T0R2_BURTA	Efflux pump membrane transporter OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I0681 PE=3 SV=1	0.542293639	0.686275183	0.629077041	0.719208401	0.79157343	0.87302402	0.692695461	0.874285883	0.94941556	1.280248902	0.801534747	1.108033499	1.160620203	1.022904686	1.01038841	1.119641023	0.994839071	1.079256266	1.103962256	0.997304352
tr|Q2T0R3|Q2T0R3_BURTA	"Efflux transporter, RND family, MFP subunit subfamily OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I0680 PE=3 SV=1"	0.771132787	0.488505615	0.943747652	0.591191487	0.772874795	1.15724476	1.11021156	0.669670206	0.921820528	1.680912097	0.883221797	1.725607112	1.482524865	0.786236822	0.784963255	1.459085005	0.771045283	1.495979608	1.558480261	0.759779287
tr|Q2T0S4|Q2T0S4_BURTA	Threonylcarbamoyl-AMP synthase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I0669 PE=3 SV=1	1.758344247	0.893388562	1.626434416	1.254727757	0.968391694	1.227870964	1.688038012	0.971557537	0.763207359	0.745219257	0.802584274	0.997682921	1.381154251	0.595529699	0.753673736	1.06099618	0.706654727	1.575186944	1.565502491	0.722950818
tr|Q2T0S6|Q2T0S6_BURTA	N5-carboxyaminoimidazole ribonucleotide mutase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=purE PE=3 SV=1	0.237634439	1.112924511	0.195060818	1.253708372	0.994973895	0.236322915	0.27427372	0.967387803	0.738840756	0.23059358	0.717542331	0.186877136	0.168361754	0.839484791	0.786937168	0.169068334	0.87191045	0.217215917	0.213029455	0.885474479
tr|Q2T0S7|Q2T0S7_BURTA	Phosphoribosylaminoimidazole-succinocarboxamide synthase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=purC PE=3 SV=1	1.39428668	1.230368355	1.40785369	1.600538358	1.157772727	1.036095001	1.112194199	0.965372359	0.898669691	0.785753071	0.90636951	0.950443392	0.762701949	0.716660661	0.766854231	0.816485582	0.695682652	0.771133579	0.804942522	0.767584579
tr|Q2T0S8|Q2T0S8_BURTA	"Fructose-1,6-bisphosphate aldolase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=fba PE=3 SV=1"	0.9193315	1.022607292	0.925980303	0.997091067	1.012637889	0.814725068	0.863154328	1.022393129	0.953696997	0.831086542	0.848321169	0.808441191	0.910871914	0.956412385	0.986165887	0.961140622	1.155792268	1.073335011	1.131231956	1.198949955
tr|Q2T0T0|Q2T0T0_BURTA	Phosphoglycerate kinase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=pgk PE=3 SV=1	0.919078268	0.903897121	0.938203129	1.015438494	0.950591376	0.841764987	0.910645893	0.979152176	1.157808752	0.942927615	1.095896484	1.021066474	0.88902053	0.807718698	0.859593231	0.856479665	0.841279402	0.70730862	0.763852609	0.774585049
tr|Q2T0T3|Q2T0T3_BURTA	Branched-chain-amino-acid aminotransferase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=ilvE-1 PE=3 SV=1	1.775790212	1.27349174	1.97137396	1.215868681	1.322293713	2.329717647	1.815727261	1.410891382	0.496751238	0.91668429	0.38610047	0.455762004	1.614074514	0.9981626	1.216232153	1.49769353	1.238384769	2.41896086	2.132532454	1.672954701
tr|Q2T0T6|Q2T0T6_BURTA	SnoaL-like domain protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I0657 PE=4 SV=1	1.057189341	1.070132915	1.240527788	0.83877924	1.169252879	1.272611149	0.844988166	1.144758992	1.149625367	1.340596853	1.279996603	1.06899798	1.358630115	1.036368368	0.842048909	1.175307911	0.756880735	0.949185365	1.448689101	1.206618236
tr|Q2T0U0|Q2T0U0_BURTA	Cyclic pyranopterin monophosphate synthase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=moaC PE=3 SV=1	0.638712809	0.615882355	0	0.94925966	1.028669599	0	0	0.754141375	0.993208139	0	2.228343177	0	0	1.737565475	1.562740905	0	1.793406733	0	0	1.536380679
tr|Q2T0U2|Q2T0U2_BURTA	Uncharacterized protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I0651 PE=4 SV=1	0.246981205	0.438981087	0.266738318	0.297844015	0.422433299	0.584923945	0.628760066	0.44747025	1.44002966	0.754175265	0.777703869	1.054575254	2.126068929	1.123412827	1.297356147	1.641021763	1.610160012	2.530923931	2.887598682	1.764667795
tr|Q2T0U6|Q2T0U6_BURTA	Succinate--CoA ligase [ADP-forming] subunit alpha OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=sucD PE=3 SV=1	1.100104172	1.040887585	0.945551783	1.255370707	0.962694414	0.963144617	0.859895556	0.950797718	0.664946069	0.656986457	0.74977654	0.797399244	0.530385011	0.487974216	0.475919381	0.523508904	0.418621665	0.486448626	0.472473164	0.396582169
tr|Q2T0V0|Q2T0V0_BURTA	Protein RecA OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=recA PE=3 SV=1	1.205470001	1.389397436	1.153436112	1.155294748	1.339133495	1.233274216	1.205129245	1.465900977	1.045792681	0.712355528	1.091577811	0.658709866	0.560105646	0.667835553	0.699263026	0.542091312	0.454955542	0.43612648	0.448737937	0.590154089
tr|Q2T0W5|Q2T0W5_BURTA	Penicillin binding transpeptidase domain protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I0627 PE=4 SV=1	0	0.613333473	0	0.542890664	0.671600328	0.231837188	0.243465069	0.840040463	0.907606095	1.139902554	1.345733283	0.933228988	2.332905661	1.882099796	2.096058885	1.355924553	2.89957742	4.291993763	5.354254105	3.251140102
tr|Q2T0X5|Q2T0X5_BURTA	Uncharacterized protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I0617 PE=4 SV=1	0.151739047	0.297768178	0.187455263	0.475905976	0.328089312	0.197108462	0.225827857	0.29279089	0.936604218	0.711439287	0.835364491	0.612471355	2.586588877	2.843780744	2.420161432	2.230862969	3.298459336	2.722581368	2.360073303	2.263280498
tr|Q2T0Y4|Q2T0Y4_BURTA	Cytochrome c family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I0608 PE=4 SV=1	0.951819768	1.271325381	1.041004201	0.807109491	1.378594753	1.030603848	0.9861795	1.388564615	1.1292771	0.97950481	0.982499369	1.116010352	1.004603063	1.108363411	1.148937908	0.957103555	1.096451732	0.906738006	0.947952153	1.190620344
tr|Q2T0Y5|Q2T0Y5_BURTA	ATP-dependent RNA helicase RhlE OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=rhlE PE=3 SV=1	2.700638618	2.053457117	2.526779522	2.082756788	1.467066046	1.740140571	1.432617308	1.521471037	0.727674216	0.609495549	0.832959844	0.342162913	0.627295605	0.535053689	0.522251691	0.499181359	0.381629139	0.379122942	0.592806206	0.46482417
tr|Q2T0Z2|Q2T0Z2_BURTA	Glycerol-3-phosphate dehydrogenase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I0600 PE=3 SV=1	1.409803953	1.487023325	1.493681876	1.589417296	1.457140676	1.911248172	1.771577191	1.350072816	0.760437952	0.969814863	1.021770304	1.048096267	0.775826723	0.577921675	0.57123294	0.713260891	0.429064494	0.659552537	0.587985107	0.574705459
tr|Q2T0Z8|Q2T0Z8_BURTA	DNA-binding protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I0594 PE=4 SV=1	0.431984384	0.634639515	0.425781837	0.751591265	0.744146827	1.073295324	1.106640006	0.830261349	0.662641763	0.931680687	0.962564409	0.704835766	0.770867267	0.651894034	1.16358568	0.84553214	0.632010519	0.916997067	0.835556995	0.843596634
tr|Q2T102|Q2T102_BURTA	PhoH family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I0590 PE=4 SV=1	1.416966534	1.256036415	1.453420293	1.499231425	1.142283933	0.925872252	0.904276316	1.038134568	0.768083764	0.780298277	0.745073871	0.960590737	0.733430858	0.761598618	0.808126575	0.720496665	0.725961318	0.720674273	0.741434448	0.846215846
tr|Q2T108|Q2T108_BURTA	Glycine--tRNA ligase beta subunit OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=glyS PE=3 SV=1	1.670586337	1.496955058	1.737402355	1.273306129	1.319767593	1.452286008	1.392773532	1.371430718	0.881134362	0.785151867	0.792421898	0.640847861	0.810032141	0.75825492	0.725559973	0.776560478	0.655397215	0.763263683	0.801720696	0.781173526
tr|Q2T109|Q2T109_BURTA	"D,D-heptose 1,7-bisphosphate phosphatase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I0583 PE=1 SV=1"	1.089655642	1.259550751	1.116818113	0.670812166	0.898987848	1.153065742	1.083128293	1.035398151	0.938181087	0.907013073	0.876389257	0.742821576	0.978381869	0.995623821	0.889858672	0.812283704	0.819498578	0.804057399	0.900804001	1.067520317
tr|Q2T110|Q2T110_BURTA	"1-acyl-sn-glycerol-3-phosphate acyltransferase, putative OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I0582 PE=4 SV=1"	0.311581963	0.664012722	0.621284899	0.845367117	0.840751756	0.462550719	0.483353936	0.717086417	0.964393515	0.922780921	0.899968372	0.52908932	0.79343806	0.866522027	0.893887762	0.595481166	0.752855009	0.503346758	0.815641234	0.805381451
tr|Q2T112|Q2T112_BURTA	Lactoylglutathione lyase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=gloA PE=4 SV=1	2.640039309	2.455326095	5.370137936	1.30123929	1.623270382	6.191111992	1.869711701	1.582498206	1.205725839	1.813791913	0.721721168	1.553743976	1.534809556	0.786150263	0.832395605	0.357283826	0.824884204	0.266967288	0.445650063	0.866044623
tr|Q2T123|Q2T123_BURTA	Sulfur carrier protein FdhD OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=fdhD PE=3 SV=1	0.401014193	0.441422428	0.106143892	0.885473235	0.346810979	0.464069833	0.516568683	0.350102398	0.61042098	0.354946175	0.892034479	1.103274121	0.743347145	0.697601079	0.770548803	0.865947461	0.387960319	1.083812827	1.21313771	0.445477414
tr|Q2T126|Q2T126_BURTA	Acetyl-CoA C-acetyltransferase family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I0566 PE=3 SV=1	0.878635383	0.586019215	0.925219362	0.414725308	0.782376957	1.009834966	1.182270513	0.782278806	1.015211233	1.341637895	1.398211377	1.184837888	1.425606131	0.918434941	1.062023616	1.407206084	1.04512146	1.65006005	1.562200929	1.10131578
tr|Q2T127|Q2T127_BURTA	3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase/isomerase family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I0565 PE=4 SV=1	0.505586559	0.636485176	0.470092857	0.641668981	0.940527584	0.744268051	0.87503097	1.008170994	1.189314559	1.051004392	1.076823527	1.115407943	1.249506866	1.344619074	1.344843843	1.264639123	1.480085121	1.40492428	1.298562908	1.380229701
tr|Q2T128|Q2T128_BURTA	Acyl-CoA dehydrogenase domain protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I0564 PE=3 SV=1	0.924953165	0.644958301	0.789907175	0.528362096	0.919045676	1.346593513	1.543718741	0.897250384	1.299180674	1.777214361	1.190225378	1.90914192	1.447226681	1.370992003	1.241089742	1.571139457	1.194623343	1.634671726	1.626946478	1.6537872
tr|Q2T134|Q2T134_BURTA	"Regulatory, FmdB family domain protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I0558 PE=4 SV=1"	4.137786653	2.245888753	4.308800629	2.09554044	1.397068129	2.288827015	1.837681564	1.229842833	1.091329727	0.644088487	1.466897978	0.650728308	1.016196429	0.648781718	0.690778708	0.932863146	0.4481319	0.810021397	0.844573121	0.542001876
tr|Q2T138|Q2T138_BURTA	Tim44-like domain family OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I0554 PE=4 SV=1	1.09453028	1.633783119	1.061487241	2.667423675	1.670938502	1.831893031	2.005982976	1.592817092	2.74938073	3.611226676	2.182210996	4.560607411	2.1331611	1.603544644	1.609007723	1.951639503	1.902318101	2.879076833	2.955462609	2.485722182
tr|Q2T148|Q2T148_BURTA	Putative D-serine deaminase (D-serine dehydratase) protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I0544 PE=4 SV=1	0.452686308	0.706624566	0.44501279	0.318561243	1.109823641	0.738491387	0.809805611	1.044418429	1.362767968	1.402556866	1.174521629	1.549210452	1.512961114	1.439346791	1.557092951	1.379049095	1.75580702	1.827636119	2.255504568	1.905106728
tr|Q2T149|Q2T149_BURTA	"Intracellular protease, PfpI family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I0543 PE=4 SV=1"	0.114463375	0.309797227	0.059756458	0.313272372	0.519690898	0.330587015	0.439542904	0.506562111	1.027822803	1.401998606	1.188215898	1.196389414	1.125631146	1.355667613	1.389368483	1.651572855	1.645232212	1.502444091	1.432431426	1.679570927
tr|Q2T154|Q2T154_BURTA	CHRD domain protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I0538 PE=4 SV=1	0.342146765	0.509601583	0.232450845	0.429994511	0.827872684	0.350530524	0.642499426	0.78026344	1.86125234	1.065309346	1.774005675	1.537200092	1.702324064	2.882687145	2.829193185	1.590523148	3.493659143	2.120459569	2.096409059	3.576558256
tr|Q2T175|Q2T175_BURTA	Bacteriocin biosynthesis cyclodehydratase domain protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I0517 PE=4 SV=1	0.379832961	1.232569748	0.321288418	0.513590956	1.305258543	0.364611825	0.400570825	0.908464157	1.260370064	1.157999279	1.175417899	1.057059709	1.698490352	1.930261296	1.77026139	1.66428349	1.65433494	1.660088371	1.67503999	2.254946236
tr|Q2T176|Q2T176_BURTA	"Ribosomal natural product, two-chain TOMM family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I0516 PE=4 SV=1"	0.378907848	0.316013403	0.281112266	0	0.194156363	0.613991649	1.130119412	0.026147973	1.830470607	2.163629038	2.194423166	2.222103394	2.504895682	2.523967499	2.135975139	1.860456807	2.72242073	2.832110135	2.504754835	2.391454401
tr|Q2T178|Q2T178_BURTA	Protein kinase domain protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I0514 PE=4 SV=1	0.277995567	0.887130208	1.169157955	0.506216507	1.261005679	0.404527261	1.541525735	1.584610454	1.240621082	1.675637031	1.845904227	1.804919403	4.470519522	0.882578403	0.931480573	3.533433043	0.998952239	4.128228338	3.205925423	0.975833576
tr|Q2T180|Q2T180_BURTA	Uncharacterized protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I0512 PE=4 SV=1	0.416151893	0.678757304	0.345622685	0.765026961	0.600102364	0.361048033	0.365670313	0.828524866	1.040930903	0.794027465	0.815727496	0.596490771	1.333144196	2.55565762	2.850426212	1.425937643	2.324535176	1.226634474	1.264796573	2.492321705
tr|Q2T181|Q2T181_BURTA	Uncharacterized protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I0511 PE=4 SV=1	0	0.006473996	0.021746148	0.015626479	0	0	0	0	0.181474998	0.146544088	0.45163276	0.609879942	1.855035682	1.045398789	1.983422348	1.841467343	1.889077687	2.386716075	1.145480293	2.152720447
tr|Q2T189|Q2T189_BURTA	Uncharacterized protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I0503 PE=4 SV=1	0.212168632	0.346902332	0.474756428	0.089178784	0.770731942	0.403657233	0.892617875	0.483528758	2.834029591	0.681117515	1.835700326	0.404276041	0.401500332	1.864103445	1.786606539	0.255788494	1.544883279	0.34025298	0.331527021	2.08757145
tr|Q2T190|Q2T190_BURTA	Uncharacterized protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I0502 PE=4 SV=1	1.411256676	0.822989792	1.587204052	0.260318561	0.645567537	1.642758541	1.756878119	0.743890004	0.742781891	1.68543577	0.581135887	1.674589042	1.251909524	0.417120315	0.615450853	1.469355681	0.60334659	1.288069048	1.276419008	0.306125033
tr|Q2T192|Q2T192_BURTA	Single-stranded DNA-binding protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=ssb PE=3 SV=1	0.988761341	0.990409967	0.559473919	0.674918464	0.85926018	1.258543557	1.025281748	0.831419855	0.827615937	1.244590182	1.041164779	0.926544622	1.186027121	0.937858081	0.940261767	1.12177119	0.877932815	1.047747207	1.097615947	0.959062897
tr|Q2T196|Q2T196_BURTA	Formyltetrahydrofolate deformylase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=purU-1 PE=3 SV=1	1.608708227	1.357589302	1.333617944	1.812702118	1.024557596	1.058158468	1.474942312	1.040335049	0.897090517	0.910194694	1.253013462	0.874608195	0.918469105	1.118491023	1.108838774	0.967582468	1.26914347	0.82939104	0.963923943	1.049084167
tr|Q2T197|Q2T197_BURTA	NUDIX domain protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I0495 PE=4 SV=1	0.435708833	1.35799612	0.665318424	1.215665941	1.129903018	0.673466574	0.612614578	1.188066638	1.067062144	0.754958328	1.229478858	0.480081616	0.458112202	1.14352795	1.023299011	0.524568363	0.839163725	0.642441677	0.463884348	0.915694444
tr|Q2T1A1|Q2T1A1_BURTA	"Carbohydrate isomerase, KpsF/GutQ family OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I0491 PE=3 SV=1"	0.464869669	1.155460033	0.354973736	1.104529081	1.189779353	0.42979741	0.458524689	0.937091072	1.012862319	0.465162747	1.144123993	0.6743625	0.405976614	0.898360833	0.93827334	0.461294299	0.822921785	0.477051849	0.524343834	1.049588256
tr|Q2T1A2|Q2T1A2_BURTA	"3-deoxy-D-manno-octulosonate 8-phosphate phosphatase, YrbI family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I0490 PE=4 SV=1"	1.313883193	1.057601197	1.120631308	0.742984204	0.874496676	0.918207131	1.109925722	1.026699718	0.763858564	1.282981124	1.071876846	0.862805884	1.334156542	0.626615528	0.834211493	1.182156889	0.506139549	1.296073744	0.936610507	0.611463375
tr|Q2T1A5|Q2T1A5_BURTA	ABC transporter family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I0487 PE=4 SV=1	0.81897835	0.957580724	0.606827769	0.725664288	0.899906095	0.794845989	0.59481098	0.967236434	0.998363224	0.701236238	1.484585972	0.970915699	0.714595337	0.845362272	1.00493743	0.772356973	0.818904043	0.677078689	0.77775137	0.709641921
tr|Q2T1A7|Q2T1A7_BURTA	Ribosomal subunit interface protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=yfiA PE=4 SV=1	0.157953159	0.293243485	0.173326454	0.647583462	0.862848368	0.917785781	1.061957354	0.767404152	0.829226018	1.199281794	0.874964355	1.055843389	0.860321024	0.697478825	0.642678569	0.945315067	0.687144951	0.792610329	0.901402989	0.780825031
tr|Q2T1A8|Q2T1A8_BURTA	PTS IIA-like nitrogen-regulatory protein PtsN OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=ptsN PE=1 SV=1	0.341474105	1.072216115	0.391829285	0.785349322	1.05906836	0.919229485	1.213924907	0.947374377	0.941752681	1.279915459	1.068827717	0.751378529	0.422343817	0.913990394	0.891691365	0.767491127	0.759020529	0.868931503	0.919830459	0.842362841
tr|Q2T1B4|Q2T1B4_BURTA	TPR domain protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I0478 PE=4 SV=1	1.11227102	0.903354491	0.887904108	0.669700122	0.842221569	0.89699747	0.90298035	1.006056204	1.228869858	0.967490454	1.213809784	1.052984907	1.096355618	1.322385292	1.198070218	1.037841196	1.390932787	1.174272479	1.109720568	1.233310091
tr|Q2T1B7|Q2T1B7_BURTA	Ribose-phosphate pyrophosphokinase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=prs PE=3 SV=1	1.529879701	1.229782887	1.670212638	1.278370583	0.796480295	1.276870402	1.234777956	0.684659365	0.876502653	0.847456705	1.078992794	0.921520171	0.815721738	0.761932015	0.782990734	0.763729701	0.54835083	0.822427131	0.844100051	0.631818501
tr|Q2T1C0|Q2T1C0_BURTA	Histidinol-phosphate aminotransferase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=hisC-1 PE=3 SV=1	0.68905034	1.244861522	0.806581317	0.702596831	1.47842878	0.805936794	1.021424833	1.188950174	1.324780431	0.972132674	1.133494142	0.520300244	0.751519309	1.036435106	1.300668212	0.70173725	1.098471367	0.714567637	0.954114722	1.301092305
tr|Q2T1C5|Q2T1C5_BURTA	Signal recognition particle receptor FtsY OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=ftsY PE=3 SV=1	1.737953567	1.553741666	1.744701097	1.059643352	1.612859869	1.753485724	1.513843109	1.179334573	0.888596314	1.068125461	0.30065654	0.624534746	1.214975213	0.951374598	0.97565127	1.14603989	0.869624379	1.050241918	1.129239091	1.144009424
tr|Q2T1C6|Q2T1C6_BURTA	Maleylacetoacetate isomerase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=maiA PE=4 SV=1	0.796225329	0.942774993	0.9485792	0.534778496	1.069202803	1.075182641	1.583897827	1.008901002	1.240556556	2.381443634	0.815871382	1.260489962	2.792482353	1.5014752	1.619847666	2.703062894	1.575884094	3.071928198	2.757463524	1.602779696
tr|Q2T1D7|Q2T1D7_BURTA	Cytochrome d ubiquinol oxidase subunit 1 OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=cydA PE=4 SV=1	0.226031368	0.128853758	0.161937235	0.031320442	0.483580065	0.641248281	0.314666696	0.410361099	0.953996311	1.311034737	0.917770054	1.237374481	1.010234806	0.863279236	0.757931215	0.871596414	0.719687606	0.730758036	0.840429693	0.656735486
tr|Q2T1E2|Q2T1E2_BURTA	"PTS system, glucose-specific EIIA/HPr/phosphoenolpyruvate-protein phosphotransferase components OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=ptsP PE=3 SV=1"	0.713984618	0.586882614	0.651259072	0.515333815	0.717037039	1.410584867	1.37868532	0.685726877	0.780100147	1.146796871	0.657801113	1.029833202	1.841362985	1.182885996	1.340058042	1.510937465	0.941931954	1.416463741	1.836783171	0.968178506
tr|Q2T1F1|Q2T1F1_BURTA	ABC transporter substrate binding family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I0440 PE=4 SV=1	0.775431662	0.372812147	0.680759767	0.341923717	1.626612065	1.379134804	1.614064962	1.145454103	1.163261527	1.568262247	1.518629253	1.5787839	2.206425642	1.731987247	1.813670265	2.216845315	2.685684728	3.480573666	3.695772492	2.418792379
tr|Q2T1F2|Q2T1F2_BURTA	Lipoprotein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I0439 PE=3 SV=1	0.905206505	0.879209603	0.887579676	0.854832221	0.857310406	0.997316574	0.922620834	0.827847831	0.691842229	0.852118085	0.735108139	0.855109416	0.791692975	0.65698399	0.592168668	0.722655365	0.632105541	0.778074117	0.791557587	0.648774231
tr|Q2T1G2|Q2T1G2_BURTA	Uncharacterized protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=BTH_I0429 PE=4 SV=1	0.688548946	0.855450734	0.747931484	0.641586168	0.78560454	0.558524686	0.487977016	0.455917015	2.612635956	1.246470509	9.114455182	1.398744485	1.222564321	1.166402575	1.354101084	1.694976453	1.113762065	1.691081291	1.630443051	1.064890884
tr|Q2T1G5|Q2T1G5_BURTA	Cytochrome c oxidase subunit 2 OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=coxB PE=3 SV=1	0.67460295	0.855095559	0.692782716	1.107066262	1.167238814	1.045074838	0.818147769	1.303548301	1.506448766	1.254235549	1.06112743	1.781070335	1.408966315	1.500356315	1.429080732	1.427084228	1.680319395	1.561118066	1.430919985	1.495277915
tr|Q2T1G9|Q2T1G9_BURTA	tRNA (cytidine(34)-2'-O)-methyltransferase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=trmL PE=3 SV=1	2.011080658	1.047326725	2.033314631	0.765451719	1.101065599	1.981353587	2.241740252	1.145934487	0.901336004	1.607540691	0.697551915	0.862420114	1.189088328	0.911361418	1.051992828	1.203360894	1.029781558	1.42980342	0.974717787	0.993834232
